Study,Run ID,Consent,Size (MB),Organism,Tissue
SRP136633,SRR7014960,public,455,Homo sapiens,pancreas
SRP136633,SRR7014961,public,436,Homo sapiens,pancreas
SRP136633,SRR7014962,public,450,Homo sapiens,pancreas
SRP136633,SRR7014963,public,425,Homo sapiens,pancreas
SRP136633,SRR7014964,public,431,Homo sapiens,pancreas
SRP136633,SRR7014965,public,414,Homo sapiens,pancreas
SRP136633,SRR7014966,public,425,Homo sapiens,pancreas
SRP136633,SRR7014967,public,274,Homo sapiens,pancreas
SRP136633,SRR7014968,public,277,Homo sapiens,pancreas
SRP136633,SRR7014969,public,268,Homo sapiens,pancreas
SRP136633,SRR7014970,public,273,Homo sapiens,pancreas
SRP136633,SRR7014971,public,512,Homo sapiens,pancreas
SRP136633,SRR7014972,public,489,Homo sapiens,pancreas
SRP136633,SRR7014973,public,506,Homo sapiens,pancreas
SRP136633,SRR7014974,public,505,Homo sapiens,pancreas
SRP136633,SRR7014975,public,493,Homo sapiens,pancreas
SRP136633,SRR7014976,public,471,Homo sapiens,pancreas
SRP136633,SRR7014977,public,489,Homo sapiens,pancreas
SRP136633,SRR7014978,public,488,Homo sapiens,pancreas
SRP136633,SRR7014979,public,463,Homo sapiens,pancreas
SRP136633,SRR7014980,public,443,Homo sapiens,pancreas
SRP136633,SRR7014981,public,458,Homo sapiens,pancreas
SRP136633,SRR7014982,public,458,Homo sapiens,pancreas
SRP136633,SRR7014983,public,584,Homo sapiens,pancreas
SRP136633,SRR7014984,public,557,Homo sapiens,pancreas
SRP136633,SRR7014985,public,578,Homo sapiens,pancreas
SRP136633,SRR7014986,public,577,Homo sapiens,pancreas
SRP136633,SRR7014987,public,505,Homo sapiens,pancreas
SRP136633,SRR7014988,public,484,Homo sapiens,pancreas
SRP136633,SRR7014989,public,502,Homo sapiens,pancreas
SRP136633,SRR7014990,public,499,Homo sapiens,pancreas
SRP136633,SRR7014991,public,400,Homo sapiens,pancreas
SRP136633,SRR7014992,public,381,Homo sapiens,pancreas
SRP136633,SRR7014993,public,391,Homo sapiens,pancreas
SRP136633,SRR7014994,public,392,Homo sapiens,pancreas
SRP136633,SRR7014995,public,646,Homo sapiens,pancreas
SRP136633,SRR7014996,public,620,Homo sapiens,pancreas
SRP136633,SRR7014997,public,640,Homo sapiens,pancreas
SRP136633,SRR7014998,public,639,Homo sapiens,pancreas
SRP136633,SRR7014999,public,480,Homo sapiens,pancreas
SRP136633,SRR7015000,public,459,Homo sapiens,pancreas
SRP136633,SRR7015001,public,477,Homo sapiens,pancreas
SRP136633,SRR7015002,public,476,Homo sapiens,pancreas
SRP136633,SRR7015003,public,673,Homo sapiens,pancreas
SRP136633,SRR7015004,public,646,Homo sapiens,pancreas
SRP136633,SRR7015005,public,668,Homo sapiens,pancreas
SRP136633,SRR7015006,public,665,Homo sapiens,pancreas
SRP136633,SRR7015007,public,535,Homo sapiens,pancreas
SRP136633,SRR7015008,public,511,Homo sapiens,pancreas
SRP136633,SRR7015009,public,531,Homo sapiens,pancreas
SRP136633,SRR7015010,public,529,Homo sapiens,pancreas
SRP136633,SRR7015011,public,378,Homo sapiens,pancreas
SRP136633,SRR7015012,public,391,Homo sapiens,pancreas
SRP136633,SRR7015013,public,373,Homo sapiens,pancreas
SRP136633,SRR7015014,public,382,Homo sapiens,pancreas
SRP136633,SRR7015015,public,368,Homo sapiens,pancreas
SRP136633,SRR7015016,public,379,Homo sapiens,pancreas
SRP136633,SRR7015017,public,367,Homo sapiens,pancreas
SRP136633,SRR7015018,public,379,Homo sapiens,pancreas
SRP136633,SRR7015019,public,398,Homo sapiens,pancreas
SRP136633,SRR7015020,public,411,Homo sapiens,pancreas
SRP136633,SRR7015021,public,396,Homo sapiens,pancreas
SRP136633,SRR7015022,public,408,Homo sapiens,pancreas
SRP136633,SRR7015023,public,711,Homo sapiens,pancreas
SRP136633,SRR7015024,public,714,Homo sapiens,pancreas
SRP136633,SRR7015025,public,696,Homo sapiens,pancreas
SRP136633,SRR7015026,public,717,Homo sapiens,pancreas
SRP136633,SRR7015027,public,654,Homo sapiens,pancreas
SRP136633,SRR7015028,public,657,Homo sapiens,pancreas
SRP136633,SRR7015029,public,639,Homo sapiens,pancreas
SRP136633,SRR7015030,public,659,Homo sapiens,pancreas
SRP136633,SRR7015031,public,702,Homo sapiens,pancreas
SRP136633,SRR7015032,public,703,Homo sapiens,pancreas
SRP136633,SRR7015033,public,680,Homo sapiens,pancreas
SRP136633,SRR7015034,public,705,Homo sapiens,pancreas
SRP136633,SRR7015035,public,619,Homo sapiens,pancreas
SRP136633,SRR7015036,public,623,Homo sapiens,pancreas
SRP136633,SRR7015037,public,604,Homo sapiens,pancreas
SRP136633,SRR7015038,public,625,Homo sapiens,pancreas
SRP136633,SRR7015039,public,865,Homo sapiens,pancreas
SRP136633,SRR7015040,public,840,Homo sapiens,pancreas
SRP136633,SRR7015041,public,857,Homo sapiens,pancreas
SRP136633,SRR7015042,public,785,Homo sapiens,pancreas
SRP136633,SRR7015043,public,798,Homo sapiens,pancreas
SRP136633,SRR7015044,public,777,Homo sapiens,pancreas
SRP136633,SRR7015045,public,801,Homo sapiens,pancreas
SRP136633,SRR7015046,public,723,Homo sapiens,pancreas
SRP136633,SRR7015047,public,681,Homo sapiens,pancreas
SRP136633,SRR7015048,public,666,Homo sapiens,pancreas
SRP136633,SRR7015049,public,679,Homo sapiens,pancreas
SRP136633,SRR7015050,public,619,Homo sapiens,pancreas
SRP136633,SRR7015051,public,573,Homo sapiens,pancreas
SRP136633,SRR7015052,public,564,Homo sapiens,pancreas
SRP136633,SRR7015053,public,555,Homo sapiens,pancreas
SRP136633,SRR7015054,public,514,Homo sapiens,pancreas
SRP136633,SRR7015055,public,734,Homo sapiens,pancreas
SRP136633,SRR7015056,public,709,Homo sapiens,pancreas
SRP136633,SRR7015057,public,728,Homo sapiens,pancreas
SRP136633,SRR7015058,public,660,Homo sapiens,pancreas
SRP136633,SRR7015059,public,808,Homo sapiens,pancreas
SRP136633,SRR7015060,public,785,Homo sapiens,pancreas
SRP136633,SRR7015061,public,801,Homo sapiens,pancreas
SRP136633,SRR7015062,public,726,Homo sapiens,pancreas
SRP136633,SRR7015063,public,108,Homo sapiens,pancreas
SRP136633,SRR7015064,public,108,Homo sapiens,pancreas
SRP136633,SRR7015065,public,106,Homo sapiens,pancreas
SRP136633,SRR7015066,public,111,Homo sapiens,pancreas
SRP136633,SRR7015067,public,179,Homo sapiens,pancreas
SRP136633,SRR7015068,public,179,Homo sapiens,pancreas
SRP136633,SRR7015069,public,176,Homo sapiens,pancreas
SRP136633,SRR7015070,public,185,Homo sapiens,pancreas
SRP136633,SRR7015071,public,172,Homo sapiens,pancreas
SRP136633,SRR7015072,public,173,Homo sapiens,pancreas
SRP136633,SRR7015073,public,170,Homo sapiens,pancreas
SRP136633,SRR7015074,public,178,Homo sapiens,pancreas
SRP136633,SRR7015075,public,168,Homo sapiens,pancreas
SRP136633,SRR7015076,public,169,Homo sapiens,pancreas
SRP136633,SRR7015077,public,166,Homo sapiens,pancreas
SRP136633,SRR7015078,public,175,Homo sapiens,pancreas
SRP136633,SRR7015079,public,140,Homo sapiens,pancreas
SRP136633,SRR7015080,public,141,Homo sapiens,pancreas
SRP136633,SRR7015081,public,139,Homo sapiens,pancreas
SRP136633,SRR7015082,public,146,Homo sapiens,pancreas
SRP136633,SRR7015083,public,185,Homo sapiens,pancreas
SRP136633,SRR7015084,public,186,Homo sapiens,pancreas
SRP136633,SRR7015085,public,182,Homo sapiens,pancreas
SRP136633,SRR7015086,public,192,Homo sapiens,pancreas
SRP136633,SRR7015087,public,147,Homo sapiens,pancreas
SRP136633,SRR7015088,public,148,Homo sapiens,pancreas
SRP136633,SRR7015089,public,145,Homo sapiens,pancreas
SRP136633,SRR7015090,public,152,Homo sapiens,pancreas
SRP136633,SRR7015091,public,189,Homo sapiens,pancreas
SRP136633,SRR7015092,public,190,Homo sapiens,pancreas
SRP136633,SRR7015093,public,187,Homo sapiens,pancreas
SRP136633,SRR7015094,public,196,Homo sapiens,pancreas
SRP136633,SRR7015095,public,196,Homo sapiens,pancreas
SRP136633,SRR7015096,public,197,Homo sapiens,pancreas
SRP136633,SRR7015097,public,193,Homo sapiens,pancreas
SRP136633,SRR7015098,public,204,Homo sapiens,pancreas
SRP136633,SRR7015099,public,208,Homo sapiens,pancreas
SRP136633,SRR7015100,public,210,Homo sapiens,pancreas
SRP136633,SRR7015101,public,205,Homo sapiens,pancreas
SRP136633,SRR7015102,public,216,Homo sapiens,pancreas
SRP198958,SRR9092655,public,829,Homo sapiens,pancreas
SRP198958,SRR9092656,public,837,Homo sapiens,pancreas
SRP198958,SRR9092657,public,783,Homo sapiens,pancreas
SRP198958,SRR9092658,public,791,Homo sapiens,pancreas
SRP198958,SRR9092659,public,563,Homo sapiens,pancreas
SRP198958,SRR9092660,public,566,Homo sapiens,pancreas
SRP198958,SRR9092661,public,918,Homo sapiens,pancreas
SRP198958,SRR9092662,public,934,Homo sapiens,pancreas
SRP198958,SRR9092663,public,727,Homo sapiens,pancreas
SRP198958,SRR9092664,public,741,Homo sapiens,pancreas
SRP198958,SRR9092665,public,623,Homo sapiens,pancreas
SRP198958,SRR9092666,public,634,Homo sapiens,pancreas
SRP198958,SRR9092667,public,650,Homo sapiens,pancreas
SRP198958,SRR9092668,public,641,Homo sapiens,pancreas
SRP198958,SRR9092669,public,524,Homo sapiens,pancreas
SRP198958,SRR9092670,public,517,Homo sapiens,pancreas
SRP198958,SRR9092671,public,596,Homo sapiens,pancreas
SRP198958,SRR9092672,public,588,Homo sapiens,pancreas
SRP198958,SRR9092673,public,671,Homo sapiens,pancreas
SRP198958,SRR9092674,public,663,Homo sapiens,pancreas
SRP198958,SRR9092675,public,605,Homo sapiens,pancreas
SRP198958,SRR9092676,public,596,Homo sapiens,pancreas
SRP198958,SRR9092677,public,606,Homo sapiens,pancreas
SRP198958,SRR9092678,public,598,Homo sapiens,pancreas
SRP198958,SRR9092679,public,689,Homo sapiens,pancreas
SRP198958,SRR9092680,public,679,Homo sapiens,pancreas
SRP198958,SRR9092681,public,775,Homo sapiens,pancreas
SRP198958,SRR9092682,public,765,Homo sapiens,pancreas
SRP198958,SRR9092683,public,660,Homo sapiens,pancreas
SRP198958,SRR9092684,public,651,Homo sapiens,pancreas
SRP198958,SRR9092685,public,825,Homo sapiens,pancreas
SRP198958,SRR9092686,public,814,Homo sapiens,pancreas
SRP198958,SRR9092687,public,807,Homo sapiens,pancreas
SRP198958,SRR9092688,public,710,Homo sapiens,pancreas
SRP198958,SRR9092689,public,839,Homo sapiens,pancreas
SRP198958,SRR9092690,public,797,Homo sapiens,pancreas
SRP198958,SRR9092691,public,785,Homo sapiens,pancreas
SRP198958,SRR9092692,public,716,Homo sapiens,pancreas
SRP198958,SRR9092693,public,709,Homo sapiens,pancreas
SRP198958,SRR9092694,public,576,Homo sapiens,pancreas
SRP198958,SRR9092695,public,587,Homo sapiens,pancreas
SRP198958,SRR9092696,public,485,Homo sapiens,pancreas
SRP198958,SRR9092697,public,495,Homo sapiens,pancreas
SRP198958,SRR9092698,public,508,Homo sapiens,pancreas
SRP198958,SRR9092699,public,518,Homo sapiens,pancreas
SRP198958,SRR9092700,public,846,Homo sapiens,pancreas
SRP198958,SRR9092701,public,861,Homo sapiens,pancreas
SRP198958,SRR9092702,public,563,Homo sapiens,pancreas
SRP198958,SRR9092703,public,573,Homo sapiens,pancreas
SRP198958,SRR9092704,public,593,Homo sapiens,pancreas
SRP198958,SRR9092705,public,604,Homo sapiens,pancreas
SRP198958,SRR9092706,public,567,Homo sapiens,pancreas
SRP198958,SRR9092707,public,578,Homo sapiens,pancreas
SRP198958,SRR9092708,public,307,Homo sapiens,pancreas
SRP198958,SRR9092709,public,313,Homo sapiens,pancreas
SRP198958,SRR9092710,public,355,Homo sapiens,pancreas
SRP198958,SRR9092711,public,362,Homo sapiens,pancreas
SRP198958,SRR9092712,public,505,Homo sapiens,pancreas
SRP198958,SRR9092713,public,511,Homo sapiens,pancreas
SRP198958,SRR9092714,public,341,Homo sapiens,pancreas
SRP198958,SRR9092715,public,346,Homo sapiens,pancreas
SRP198958,SRR9092716,public,381,Homo sapiens,pancreas
SRP198958,SRR9092717,public,388,Homo sapiens,pancreas
SRP198958,SRR9092718,public,477,Homo sapiens,pancreas
SRP198958,SRR9092719,public,484,Homo sapiens,pancreas
SRP198958,SRR9092720,public,351,Homo sapiens,pancreas
SRP198958,SRR9092721,public,357,Homo sapiens,pancreas
SRP198958,SRR9092722,public,350,Homo sapiens,pancreas
SRP198958,SRR9092723,public,357,Homo sapiens,pancreas
SRP198958,SRR9092724,public,363,Homo sapiens,pancreas
SRP198958,SRR9092725,public,370,Homo sapiens,pancreas
SRP213348,SRR9648638,public,319,Homo sapiens,pancreas
SRP213348,SRR9648639,public,561,Homo sapiens,pancreas
SRP213348,SRR9648640,public,830,Homo sapiens,pancreas
SRP213348,SRR9648641,public,895,Homo sapiens,pancreas
SRP213348,SRR9648642,public,913,Homo sapiens,pancreas
SRP213348,SRR9648643,public,837,Homo sapiens,pancreas
SRP213348,SRR9648644,public,855,Homo sapiens,pancreas
SRP213348,SRR9648645,public,905,Homo sapiens,pancreas
SRP213348,SRR9648646,public,839,Homo sapiens,pancreas
SRP214175,SRR9669411,public,4905,Homo sapiens,pancreas
SRP214175,SRR9669412,public,6092,Homo sapiens,pancreas
SRP214175,SRR9669413,public,5743,Homo sapiens,pancreas
SRP214175,SRR9669414,public,6794,Homo sapiens,pancreas
SRP214175,SRR9669415,public,5727,Homo sapiens,pancreas
SRP214175,SRR9669416,public,5750,Homo sapiens,pancreas
SRP217844,SRR9931585,public,927,Homo sapiens,small intestine
SRP217844,SRR9931586,public,1239,Homo sapiens,small intestine
SRP217844,SRR9931587,public,1149,Homo sapiens,small intestine
SRP217844,SRR9931588,public,896,Homo sapiens,small intestine
SRP217844,SRR9931589,public,1043,Homo sapiens,small intestine
SRP217844,SRR9931590,public,968,Homo sapiens,small intestine
SRP217844,SRR9931591,public,1137,Homo sapiens,small intestine
SRP217844,SRR9931592,public,945,Homo sapiens,small intestine
SRP217844,SRR9931593,public,1061,Homo sapiens,small intestine
SRP217844,SRR9931594,public,861,Homo sapiens,small intestine
SRP217844,SRR9931595,public,851,Homo sapiens,small intestine
SRP217844,SRR9931596,public,824,Homo sapiens,small intestine
SRP217844,SRR9931597,public,927,Homo sapiens,small intestine
SRP217844,SRR9931598,public,1000,Homo sapiens,small intestine
SRP217844,SRR9931599,public,1005,Homo sapiens,small intestine
SRP217844,SRR9931600,public,1045,Homo sapiens,small intestine
SRP225174,SRR10260802,public,1241,Homo sapiens,pancreas
SRP225174,SRR10260803,public,1214,Homo sapiens,pancreas
SRP225174,SRR10260804,public,1732,Homo sapiens,pancreas
SRP225174,SRR10260805,public,1288,Homo sapiens,pancreas
SRP225174,SRR10260806,public,2305,Homo sapiens,pancreas
SRP225174,SRR10260807,public,1811,Homo sapiens,pancreas
SRP225174,SRR10260808,public,2787,Homo sapiens,pancreas
SRP225174,SRR10260809,public,1315,Homo sapiens,pancreas
SRP225174,SRR10260810,public,1657,Homo sapiens,pancreas
SRP225174,SRR10260811,public,1766,Homo sapiens,pancreas
SRP225174,SRR10260812,public,2079,Homo sapiens,pancreas
SRP225174,SRR10260813,public,1136,Homo sapiens,pancreas
SRP225174,SRR10260814,public,542,Homo sapiens,pancreas
SRP225174,SRR10260815,public,522,Homo sapiens,pancreas
SRP225174,SRR10260816,public,549,Homo sapiens,pancreas
SRP225174,SRR10260817,public,557,Homo sapiens,pancreas
SRP225174,SRR10260818,public,219,Homo sapiens,pancreas
SRP225174,SRR10260819,public,216,Homo sapiens,pancreas
SRP225174,SRR10260820,public,225,Homo sapiens,pancreas
SRP225174,SRR10260821,public,233,Homo sapiens,pancreas
SRP225174,SRR10260822,public,174,Homo sapiens,pancreas
SRP225174,SRR10260823,public,171,Homo sapiens,pancreas
SRP225174,SRR10260824,public,178,Homo sapiens,pancreas
SRP225174,SRR10260825,public,185,Homo sapiens,pancreas
SRP227820,SRR10379822,public,1920,Homo sapiens,pancreas
SRP227820,SRR10379823,public,2030,Homo sapiens,pancreas
SRP227820,SRR10379824,public,1998,Homo sapiens,pancreas
SRP227820,SRR10379825,public,1174,Homo sapiens,pancreas
SRP227820,SRR10379826,public,1214,Homo sapiens,pancreas
SRP227820,SRR10379827,public,1195,Homo sapiens,pancreas
SRP227820,SRR10379828,public,1383,Homo sapiens,pancreas
SRP227820,SRR10379829,public,1446,Homo sapiens,pancreas
SRP227820,SRR10379830,public,1427,Homo sapiens,pancreas
SRP227820,SRR10379831,public,2127,Homo sapiens,pancreas
SRP227820,SRR10379832,public,2216,Homo sapiens,pancreas
SRP227820,SRR10379833,public,2180,Homo sapiens,pancreas
SRP227820,SRR10379834,public,1488,Homo sapiens,pancreas
SRP227820,SRR10379835,public,1510,Homo sapiens,pancreas
SRP227820,SRR10379836,public,1468,Homo sapiens,pancreas
SRP227820,SRR10379837,public,1306,Homo sapiens,pancreas
SRP227820,SRR10379838,public,1316,Homo sapiens,pancreas
SRP227820,SRR10379839,public,1278,Homo sapiens,pancreas
SRP227820,SRR10379840,public,1807,Homo sapiens,pancreas
SRP227820,SRR10379841,public,1835,Homo sapiens,pancreas
SRP227820,SRR10379842,public,1786,Homo sapiens,pancreas
SRP227820,SRR10379843,public,1241,Homo sapiens,pancreas
SRP227820,SRR10379844,public,1256,Homo sapiens,pancreas
SRP227820,SRR10379845,public,1220,Homo sapiens,pancreas
SRP227820,SRR10379846,public,1355,Homo sapiens,pancreas
SRP227820,SRR10379847,public,1390,Homo sapiens,pancreas
SRP227820,SRR10379848,public,1345,Homo sapiens,pancreas
SRP227820,SRR10379849,public,1492,Homo sapiens,pancreas
SRP227820,SRR10379850,public,1519,Homo sapiens,pancreas
SRP227820,SRR10379851,public,1470,Homo sapiens,pancreas
SRP227820,SRR10379852,public,1146,Homo sapiens,pancreas
SRP227820,SRR10379853,public,1176,Homo sapiens,pancreas
SRP227820,SRR10379854,public,1141,Homo sapiens,pancreas
SRP227820,SRR10379855,public,1063,Homo sapiens,pancreas
SRP227820,SRR10379856,public,1088,Homo sapiens,pancreas
SRP227820,SRR10379857,public,1052,Homo sapiens,pancreas
SRP228580,SRR10400366,public,1942,Homo sapiens,pancreas
SRP228580,SRR10400367,public,1985,Homo sapiens,pancreas
SRP228580,SRR10400374,public,2319,Homo sapiens,pancreas
SRP228580,SRR10400375,public,1577,Homo sapiens,pancreas
SRP228580,SRR10400372,public,1933,Homo sapiens,pancreas
SRP228580,SRR10400373,public,1791,Homo sapiens,pancreas
SRP228580,SRR10400368,public,1589,Homo sapiens,pancreas
SRP228580,SRR10400369,public,1694,Homo sapiens,pancreas
SRP228580,SRR10400370,public,1848,Homo sapiens,pancreas
SRP228580,SRR10400371,public,1697,Homo sapiens,pancreas
SRP233386,SRR10540233,public,37719,Homo sapiens,pancreas
SRP234446,SRR10574594,public,0,Homo sapiens,pancreas
SRP234446,SRR10574595,public,0,Homo sapiens,pancreas
SRP234446,SRR10574596,public,0,Homo sapiens,pancreas
SRP234446,SRR10574597,public,0,Homo sapiens,pancreas
SRP234446,SRR10574598,public,0,Homo sapiens,pancreas
SRP234446,SRR10574599,public,0,Homo sapiens,pancreas
SRP234446,SRR10574600,public,0,Homo sapiens,pancreas
SRP234446,SRR10574601,public,0,Homo sapiens,pancreas
SRP234446,SRR10574602,public,0,Homo sapiens,pancreas
SRP234446,SRR10574603,public,0,Homo sapiens,pancreas
SRP234446,SRR10574604,public,0,Homo sapiens,pancreas
SRP234446,SRR10574605,public,0,Homo sapiens,pancreas
SRP234446,SRR10574606,public,0,Homo sapiens,pancreas
SRP234446,SRR10574607,public,0,Homo sapiens,pancreas
SRP237943,SRR10721112,public,1142,Homo sapiens,pancreas
SRP237943,SRR10721113,public,1149,Homo sapiens,pancreas
SRP237943,SRR10721114,public,1279,Homo sapiens,pancreas
SRP237943,SRR10721115,public,1337,Homo sapiens,pancreas
SRP237943,SRR10721116,public,1215,Homo sapiens,pancreas
SRP237943,SRR10721117,public,1223,Homo sapiens,pancreas
SRP237943,SRR10721118,public,1329,Homo sapiens,pancreas
SRP237943,SRR10721119,public,1242,Homo sapiens,pancreas
SRP237943,SRR10721120,public,864,Homo sapiens,pancreas
SRP237943,SRR10721121,public,1202,Homo sapiens,pancreas
SRP237943,SRR10721122,public,1211,Homo sapiens,pancreas
SRP237943,SRR10721123,public,1253,Homo sapiens,pancreas
SRP237943,SRR10721124,public,1185,Homo sapiens,pancreas
SRP237943,SRR10721125,public,1440,Homo sapiens,pancreas
SRP237943,SRR10721126,public,1336,Homo sapiens,pancreas
SRP237943,SRR10721127,public,1195,Homo sapiens,pancreas
SRP237943,SRR10721128,public,1269,Homo sapiens,pancreas
SRP237943,SRR10721129,public,1459,Homo sapiens,pancreas
SRP237943,SRR10721130,public,1209,Homo sapiens,pancreas
SRP237943,SRR10721131,public,1364,Homo sapiens,pancreas
SRP237943,SRR10721132,public,1116,Homo sapiens,pancreas
SRP237943,SRR10721133,public,1345,Homo sapiens,pancreas
SRP237943,SRR10721134,public,1353,Homo sapiens,pancreas
SRP237943,SRR10721135,public,1231,Homo sapiens,pancreas
SRP237943,SRR10721136,public,2235,Homo sapiens,pancreas
SRP237943,SRR10721137,public,2183,Homo sapiens,pancreas
SRP237943,SRR10721138,public,1057,Homo sapiens,pancreas
SRP237943,SRR10721139,public,1157,Homo sapiens,pancreas
SRP237943,SRR10721140,public,1103,Homo sapiens,pancreas
SRP237943,SRR10721141,public,1161,Homo sapiens,pancreas
SRP237943,SRR10721142,public,1130,Homo sapiens,pancreas
SRP237943,SRR10721143,public,2453,Homo sapiens,pancreas
SRP237943,SRR10721144,public,2346,Homo sapiens,pancreas
SRP237943,SRR10721145,public,1147,Homo sapiens,pancreas
SRP237943,SRR10721146,public,1183,Homo sapiens,pancreas
SRP237943,SRR10721147,public,1136,Homo sapiens,pancreas
SRP245589,SRR10980045,public,341,Homo sapiens,spleen
SRP245589,SRR10980046,public,346,Homo sapiens,spleen
SRP245589,SRR10980047,public,370,Homo sapiens,spleen
SRP245589,SRR10980048,public,376,Homo sapiens,spleen
SRP245589,SRR10980049,public,318,Homo sapiens,spleen
SRP245589,SRR10980050,public,323,Homo sapiens,spleen
SRP245589,SRR10980051,public,291,Homo sapiens,spleen
SRP245589,SRR10980052,public,285,Homo sapiens,spleen
SRP065317,SRR2829113,public,348,Homo sapiens,prostate gland
SRP065317,SRR2829114,public,229,Homo sapiens,prostate gland
SRP065317,SRR2829115,public,254,Homo sapiens,prostate gland
SRP065317,SRR2829116,public,282,Homo sapiens,prostate gland
SRP065317,SRR2829117,public,283,Homo sapiens,prostate gland
SRP065317,SRR2829118,public,310,Homo sapiens,prostate gland
SRP065317,SRR2829119,public,322,Homo sapiens,prostate gland
SRP065317,SRR2829120,public,252,Homo sapiens,prostate gland
SRP065317,SRR2829121,public,254,Homo sapiens,prostate gland
SRP065317,SRR2829122,public,289,Homo sapiens,prostate gland
SRP065317,SRR2829123,public,254,Homo sapiens,prostate gland
SRP065317,SRR2829124,public,302,Homo sapiens,prostate gland
SRP065317,SRR2829125,public,241,Homo sapiens,prostate gland
SRP065317,SRR2829126,public,244,Homo sapiens,prostate gland
SRP065317,SRR2829127,public,281,Homo sapiens,prostate gland
SRP065317,SRR2829128,public,366,Homo sapiens,prostate gland
SRP065317,SRR2829129,public,284,Homo sapiens,prostate gland
SRP065317,SRR2829130,public,283,Homo sapiens,prostate gland
SRP065317,SRR2829131,public,616,Homo sapiens,prostate gland
SRP065317,SRR2829132,public,598,Homo sapiens,prostate gland
SRP065317,SRR2829133,public,525,Homo sapiens,prostate gland
SRP065317,SRR2829134,public,591,Homo sapiens,prostate gland
SRP065317,SRR2829135,public,337,Homo sapiens,prostate gland
SRP065317,SRR2829136,public,349,Homo sapiens,prostate gland
SRP065317,SRR2829137,public,441,Homo sapiens,prostate gland
SRP065317,SRR2829138,public,548,Homo sapiens,prostate gland
SRP065317,SRR2829139,public,413,Homo sapiens,prostate gland
SRP065317,SRR2829140,public,381,Homo sapiens,prostate gland
SRP065317,SRR2829141,public,345,Homo sapiens,prostate gland
SRP065317,SRR2829142,public,322,Homo sapiens,prostate gland
SRP065317,SRR2829143,public,562,Homo sapiens,prostate gland
SRP065317,SRR2829144,public,349,Homo sapiens,prostate gland
SRP065317,SRR2829145,public,335,Homo sapiens,prostate gland
SRP065317,SRR2829146,public,428,Homo sapiens,prostate gland
SRP065317,SRR2829147,public,405,Homo sapiens,prostate gland
SRP065317,SRR2829148,public,442,Homo sapiens,prostate gland
SRP065317,SRR2829149,public,459,Homo sapiens,prostate gland
SRP065317,SRR2829150,public,445,Homo sapiens,prostate gland
SRP065317,SRR2829151,public,401,Homo sapiens,prostate gland
SRP065317,SRR2829152,public,424,Homo sapiens,prostate gland
SRP065317,SRR2829153,public,391,Homo sapiens,prostate gland
SRP065317,SRR2829154,public,447,Homo sapiens,prostate gland
SRP065317,SRR2829155,public,511,Homo sapiens,prostate gland
SRP065317,SRR2829156,public,367,Homo sapiens,prostate gland
SRP065317,SRR2829157,public,435,Homo sapiens,prostate gland
SRP065317,SRR2829158,public,319,Homo sapiens,prostate gland
SRP065317,SRR2829159,public,468,Homo sapiens,prostate gland
SRP065317,SRR2829160,public,456,Homo sapiens,prostate gland
SRP065317,SRR2829161,public,490,Homo sapiens,prostate gland
SRP065317,SRR2829162,public,419,Homo sapiens,prostate gland
SRP065317,SRR2829163,public,404,Homo sapiens,prostate gland
SRP065317,SRR2829164,public,405,Homo sapiens,prostate gland
SRP065317,SRR2829165,public,434,Homo sapiens,prostate gland
SRP143499,SRR7074590,public,1154,Homo sapiens,prostate gland
SRP143499,SRR7074591,public,1145,Homo sapiens,prostate gland
SRP143499,SRR7074592,public,1160,Homo sapiens,prostate gland
SRP143499,SRR7074593,public,1185,Homo sapiens,prostate gland
SRP143499,SRR7074594,public,1056,Homo sapiens,prostate gland
SRP143499,SRR7074595,public,1037,Homo sapiens,prostate gland
SRP143499,SRR7074596,public,1051,Homo sapiens,prostate gland
SRP143499,SRR7074597,public,1074,Homo sapiens,prostate gland
SRP143499,SRR7074598,public,1168,Homo sapiens,prostate gland
SRP143499,SRR7074599,public,1155,Homo sapiens,prostate gland
SRP143499,SRR7074600,public,1175,Homo sapiens,prostate gland
SRP143499,SRR7074601,public,1192,Homo sapiens,prostate gland
SRP143499,SRR7074602,public,1077,Homo sapiens,prostate gland
SRP143499,SRR7074603,public,1066,Homo sapiens,prostate gland
SRP143499,SRR7074604,public,1082,Homo sapiens,prostate gland
SRP143499,SRR7074605,public,1105,Homo sapiens,prostate gland
SRP143499,SRR7074606,public,1228,Homo sapiens,prostate gland
SRP143499,SRR7074607,public,1212,Homo sapiens,prostate gland
SRP143499,SRR7074608,public,1234,Homo sapiens,prostate gland
SRP143499,SRR7074609,public,1255,Homo sapiens,prostate gland
SRP143499,SRR7074610,public,996,Homo sapiens,prostate gland
SRP143499,SRR7074611,public,978,Homo sapiens,prostate gland
SRP143499,SRR7074612,public,992,Homo sapiens,prostate gland
SRP143499,SRR7074613,public,1015,Homo sapiens,prostate gland
SRP143499,SRR7074614,public,1160,Homo sapiens,prostate gland
SRP143499,SRR7074615,public,1149,Homo sapiens,prostate gland
SRP143499,SRR7074616,public,1169,Homo sapiens,prostate gland
SRP143499,SRR7074617,public,1189,Homo sapiens,prostate gland
SRP143499,SRR7074618,public,1099,Homo sapiens,prostate gland
SRP143499,SRR7074619,public,1086,Homo sapiens,prostate gland
SRP143499,SRR7074620,public,1104,Homo sapiens,prostate gland
